city,state_id,state_name,county_name,lat,lng,timezone
Hooven,OH,Ohio,Hamilton,39.1864,-84.7632,America/New_York
Mount Jackson,PA,Pennsylvania,Lawrence,40.9623,-80.4353,America/New_York
Tijeras,NM,New Mexico,Bernalillo,35.0884,-106.3761,America/Denver
Peak Place,NM,New Mexico,Santa Fe,35.7911,-105.9432,America/Denver
Baker,CA,California,San Bernardino,35.2769,-116.0717,America/Los_Angeles
Dublin,NC,North Carolina,Bladen,34.6562,-78.7231,America/New_York
Vesper,WI,Wisconsin,Wood,44.4805,-89.9676,America/Chicago
Floodwood,MN,Minnesota,St. Louis,46.9175,-92.9186,America/Chicago
Hillsboro,AL,Alabama,Lawrence,34.6407,-87.1838,America/Chicago
Benson,IL,Illinois,Woodford,40.8505,-89.1211,America/Chicago
Nipinnawasee,CA,California,Madera,37.4031,-119.7293,America/Los_Angeles
West Brule,SD,South Dakota,Lyman,44.0727,-99.6383,America/Chicago
Pennwyn,PA,Pennsylvania,Berks,40.2895,-75.9731,America/New_York
Mount Taylor,NM,New Mexico,Cibola,35.1241,-107.8075,America/Denver
Fawn Grove,PA,Pennsylvania,York,39.7312,-76.4521,America/New_York
Boothville,LA,Louisiana,Plaquemines,29.3330,-89.4053,America/Chicago
Springville,CA,California,Tulare,36.1225,-118.8228,America/Los_Angeles
Johnson City,OR,Oregon,Clackamas,45.4046,-122.5794,America/Los_Angeles
Cochiti,NM,New Mexico,Sandoval,35.6104,-106.3501,America/Denver
San Ardo,CA,California,Monterey,36.0238,-120.9074,America/Los_Angeles
Diagonal,IA,Iowa,Ringgold,40.8104,-94.3420,America/Chicago
Pin Oak Acres,OK,Oklahoma,Mayes,36.1226,-95.2889,America/Chicago
East Frankfort,NY,New York,Herkimer,43.0169,-75.0648,America/New_York
Wall,PA,Pennsylvania,Allegheny,40.3916,-79.7860,America/New_York
Laurel Run,PA,Pennsylvania,Luzerne,41.2195,-75.8446,America/New_York
Stacyville,IA,Iowa,Mitchell,43.4392,-92.7841,America/Chicago
Homer C Jones,NM,New Mexico,McKinley,35.3078,-108.0966,America/Denver
Narrowsburg,NY,New York,Sullivan,41.6034,-75.0563,America/New_York
Yah-ta-hey,NM,New Mexico,McKinley,35.6291,-108.7927,America/Denver
La Plena,PR,Puerto Rico,Salinas,18.0411,-66.2064,America/Puerto_Rico
North Adams,MI,Michigan,Hillsdale,41.9707,-84.5251,America/Detroit
Savanna,OK,Oklahoma,Pittsburg,34.8356,-95.8355,America/Chicago
Horntown,VA,Virginia,Accomack,37.9655,-75.4560,America/New_York
Burlington,IL,Illinois,Kane,42.0416,-88.5508,America/Chicago
Good Hope,GA,Georgia,Walton,33.7850,-83.6094,America/New_York
Riley,IN,Indiana,Vigo,39.3898,-87.3003,America/Indiana/Indianapolis
Friendship,OH,Ohio,Scioto,38.6980,-83.1005,America/New_York
Smock,PA,Pennsylvania,Fayette,39.9997,-79.7774,America/New_York
Rhinecliff,NY,New York,Dutchess,41.9220,-73.9439,America/New_York
Birmingham,IA,Iowa,Van Buren,40.8780,-91.9472,America/Chicago
Verndale,MN,Minnesota,Wadena,46.3969,-95.0125,America/Chicago
Big Springs,NE,Nebraska,Deuel,41.0609,-102.0745,America/Denver
Evaro,MT,Montana,Missoula,47.0737,-114.0206,America/Denver
South Renovo,PA,Pennsylvania,Clinton,41.3244,-77.7430,America/New_York
Livermore,IA,Iowa,Humboldt,42.8681,-94.1841,America/Chicago
Lafayette,MN,Minnesota,Nicollet,44.4471,-94.3927,America/Chicago
Nelson,NE,Nebraska,Nuckolls,40.2012,-98.0687,America/Chicago
Downieville-Lawson-Dumont,CO,Colorado,Clear Creek,39.7662,-105.6125,America/Denver
Harvey Cedars,NJ,New Jersey,Ocean,39.6995,-74.1426,America/New_York
Solomon,AZ,Arizona,Graham,32.8138,-109.6290,America/Phoenix
Enterprise,MS,Mississippi,Clarke,32.1731,-88.8163,America/Chicago
Spring Mills,PA,Pennsylvania,Centre,40.8534,-77.5654,America/New_York
Lyons Falls,NY,New York,Lewis,43.6170,-75.3618,America/New_York
Pescadero,CA,California,San Mateo,37.2507,-122.3725,America/Los_Angeles
Soudersburg,PA,Pennsylvania,Lancaster,40.0150,-76.1529,America/New_York
Linn,KS,Kansas,Washington,39.6793,-97.0869,America/Chicago
Barton Hills,MI,Michigan,Washtenaw,42.3167,-83.7561,America/Detroit
Nutrioso,AZ,Arizona,Apache,33.9514,-109.2058,America/Phoenix
Ramsey,IN,Indiana,Harrison,38.3237,-86.1547,America/Kentucky/Louisville
Port Penn,DE,Delaware,New Castle,39.5169,-75.5811,America/New_York
Westminster,OH,Ohio,Allen,40.6990,-83.9795,America/New_York
Fairfield,VA,Virginia,Rockbridge,37.8827,-79.2829,America/New_York
Cream Ridge,NJ,New Jersey,Monmouth,40.1326,-74.5348,America/New_York
Mattoon,WI,Wisconsin,Shawano,45.0046,-89.0411,America/Chicago
Ridgewood,OH,Ohio,Hamilton,39.1899,-84.4343,America/New_York
Doon,IA,Iowa,Lyon,43.2790,-96.2329,America/Chicago
Lovilia,IA,Iowa,Monroe,41.1349,-92.9080,America/Chicago
Fessenden,ND,North Dakota,Wells,47.6494,-99.6267,America/Chicago
Lewis,KS,Kansas,Edwards,37.9370,-99.2547,America/Chicago
Cuba,NM,New Mexico,Sandoval,36.0146,-106.9680,America/Denver
Plum Springs,KY,Kentucky,Warren,37.0210,-86.3777,America/Chicago
Rosholt,WI,Wisconsin,Portage,44.6301,-89.3053,America/Chicago
Hostetter,PA,Pennsylvania,Westmoreland,40.2640,-79.3977,America/New_York
Kismet,KS,Kansas,Seward,37.2046,-100.7018,America/Chicago
Crawfordsville,AR,Arkansas,Crittenden,35.2267,-90.3241,America/Chicago
Sigel,IL,Illinois,Shelby,39.2257,-88.4945,America/Chicago
Racine,MN,Minnesota,Mower,43.7755,-92.4810,America/Chicago
Marion Center,PA,Pennsylvania,Indiana,40.7705,-79.0473,America/New_York
Sugar Grove,PA,Pennsylvania,Warren,41.9837,-79.3395,America/New_York
Sopchoppy,FL,Florida,Wakulla,30.0598,-84.4854,America/New_York
Panama,NY,New York,Chautauqua,42.0747,-79.4849,America/New_York
Kulm,ND,North Dakota,LaMoure,46.3019,-98.9468,America/Chicago
Byrnedale,PA,Pennsylvania,Elk,41.2915,-78.5023,America/New_York
Cumberland City,TN,Tennessee,Stewart,36.3828,-87.6403,America/Chicago
Pownal Center,VT,Vermont,Bennington,42.7977,-73.2214,America/New_York
Thorne Bay,AK,Alaska,Prince of Wales-Hyder,55.6652,-132.5337,America/Sitka
Drakes Branch,VA,Virginia,Charlotte,36.9933,-78.6009,America/New_York
Thompsonville,IL,Illinois,Franklin,37.9144,-88.7622,America/Chicago
McLeod,TX,Texas,Cass,32.9455,-94.0776,America/Chicago
Badger,IA,Iowa,Webster,42.6141,-94.1446,America/Chicago
Proberta,CA,California,Tehama,40.0761,-122.1776,America/Los_Angeles
Flintville,TN,Tennessee,Lincoln,35.0602,-86.4164,America/Chicago
Hiltonia,GA,Georgia,Screven,32.8833,-81.6613,America/New_York
Leaf River,IL,Illinois,Ogle,42.1233,-89.4040,America/Chicago
South Wayne,WI,Wisconsin,Lafayette,42.5676,-89.8763,America/Chicago
Kosse,TX,Texas,Limestone,31.3070,-96.6292,America/Chicago
Emery,SD,South Dakota,Hanson,43.6020,-97.6195,America/Chicago
Lake City,CO,Colorado,Hinsdale,38.0303,-107.3106,America/Denver
Weir,TX,Texas,Williamson,30.6759,-97.5930,America/Chicago
Turkey Creek,AZ,Arizona,Navajo,33.8011,-109.9461,America/Phoenix
Nectar,AL,Alabama,Blount,33.9686,-86.6346,America/Chicago
Laurel,IN,Indiana,Franklin,39.5017,-85.1877,America/Indiana/Indianapolis
Urbana,MO,Missouri,Dallas,37.8436,-93.1676,America/Chicago
Camden Point,MO,Missouri,Platte,39.4532,-94.7489,America/Chicago
Montreat,NC,North Carolina,Buncombe,35.6478,-82.3001,America/New_York
The Silos,MT,Montana,Broadwater,46.3985,-111.5865,America/Denver
The Highlands,KS,Kansas,Reno,38.1659,-97.9497,America/Chicago
Worthington,PA,Pennsylvania,Armstrong,40.8380,-79.6351,America/New_York
Bonfield,IL,Illinois,Kankakee,41.1450,-88.0542,America/Chicago
Robards,KY,Kentucky,Henderson,37.6766,-87.5333,America/Chicago
Mardela Springs,MD,Maryland,Wicomico,38.4589,-75.7565,America/New_York
Fairplay,MD,Maryland,Washington,39.5357,-77.7463,America/New_York
Barnegat Light,NJ,New Jersey,Ocean,39.7530,-74.1095,America/New_York
Malden,IL,Illinois,Bureau,41.4249,-89.3698,America/Chicago
New England,GA,Georgia,Dade,34.9079,-85.4880,America/New_York
Stanardsville,VA,Virginia,Greene,38.2991,-78.4368,America/New_York
Mount Auburn,IL,Illinois,Christian,39.7649,-89.2608,America/Chicago
Icehouse Canyon,AZ,Arizona,Gila,33.3553,-110.7965,America/Phoenix
Churdan,IA,Iowa,Greene,42.1542,-94.4781,America/Chicago
Williamsburg,IN,Indiana,Wayne,39.9509,-84.9964,America/Indiana/Indianapolis
Witches Woods,CT,Connecticut,Northeastern Connecticut,41.9485,-72.0724,America/New_York
Enoree,SC,South Carolina,Spartanburg,34.6593,-81.9609,America/New_York
Grover Hill,OH,Ohio,Paulding,41.0190,-84.4774,America/New_York
Walnuttown,PA,Pennsylvania,Berks,40.4467,-75.8405,America/New_York
Bancroft,WV,West Virginia,Putnam,38.5107,-81.8417,America/New_York
Jenkins,MN,Minnesota,Crow Wing,46.6528,-94.3298,America/Chicago
Hickory,MS,Mississippi,Newton,32.3167,-89.0217,America/Chicago
Pippa Passes,KY,Kentucky,Knott,37.3342,-82.8733,America/New_York
Buckley,IL,Illinois,Iroquois,40.5973,-88.0378,America/Chicago
Union,LA,Louisiana,St. James,30.0918,-90.8844,America/Chicago
De Land,IL,Illinois,Piatt,40.1218,-88.6435,America/Chicago
Crystal Lake Park,MO,Missouri,St. Louis,38.6212,-90.4321,America/Chicago
Hoyleton,IL,Illinois,Washington,38.4457,-89.2721,America/Chicago
Garland,TN,Tennessee,Tipton,35.5823,-89.7525,America/Chicago
Pine Hollow,OR,Oregon,Wasco,45.2420,-121.2910,America/Los_Angeles
Oak City,NC,North Carolina,Martin,35.9625,-77.3051,America/New_York
Grapeville,PA,Pennsylvania,Westmoreland,40.3253,-79.6060,America/New_York
Kiana,AK,Alaska,Northwest Arctic,66.9727,-160.4343,America/Anchorage
Wellsburg,NY,New York,Chemung,42.0126,-76.7298,America/New_York
Sparkman,AR,Arkansas,Dallas,33.9172,-92.8501,America/Chicago
Whittier,AK,Alaska,Chugach,60.7852,-148.6455,America/Anchorage
Bourneville,OH,Ohio,Ross,39.2828,-83.1596,America/New_York
Pajonal,PR,Puerto Rico,Florida,18.3847,-66.5560,America/Puerto_Rico
Ellsworth,MN,Minnesota,Nobles,43.5207,-96.0186,America/Chicago
Forestville,PA,Pennsylvania,Schuylkill,40.6938,-76.2925,America/New_York
Weekapaug,RI,Rhode Island,Washington,41.3359,-71.7633,America/New_York
Lexington,GA,Georgia,Oglethorpe,33.8701,-83.1102,America/New_York
Fargo,GA,Georgia,Clinch,30.6881,-82.5721,America/New_York
Hornersville,MO,Missouri,Dunklin,36.0403,-90.1156,America/Chicago
Ducktown,TN,Tennessee,Polk,35.0360,-84.3848,America/New_York
Washington Park,NC,North Carolina,Beaufort,35.5328,-77.0316,America/New_York
Rebersburg,PA,Pennsylvania,Centre,40.9427,-77.4441,America/New_York
Los Altos,TX,Texas,Webb,27.4904,-99.3858,America/Chicago
Dalton,NE,Nebraska,Cheyenne,41.4083,-102.9708,America/Denver
Michigantown,IN,Indiana,Clinton,40.3281,-86.3916,America/Indiana/Indianapolis
Red Mesa,AZ,Arizona,Apache,36.9664,-109.3828,America/Denver
Helen,GA,Georgia,White,34.7046,-83.7214,America/New_York
Rancho Mesa Verde,AZ,Arizona,Yuma,32.5944,-114.6551,America/Phoenix
Fair Play,MO,Missouri,Polk,37.6331,-93.5769,America/Chicago
Boulder Flats,WY,Wyoming,Fremont,42.9156,-108.7993,America/Denver
Arnoldsville,GA,Georgia,Oglethorpe,33.9103,-83.2180,America/New_York
Pink Hill,NC,North Carolina,Lenoir,35.0562,-77.7436,America/New_York
Cape Colony,NC,North Carolina,Chowan,36.0211,-76.5815,America/New_York
Rouseville,PA,Pennsylvania,Venango,41.4704,-79.6847,America/New_York
Grand Rivers,KY,Kentucky,Livingston,37.0050,-88.2330,America/Chicago
Green Valley Farms,TX,Texas,Cameron,26.1219,-97.5610,America/Chicago
Morning Glory,TX,Texas,El Paso,31.5648,-106.2089,America/Denver
Dean,TX,Texas,Clay,33.9299,-98.3676,America/Chicago
Stanford,IL,Illinois,McLean,40.4322,-89.2209,America/Chicago
Meadow Valley,CA,California,Plumas,39.9323,-121.0830,America/Los_Angeles
Cairnbrook,PA,Pennsylvania,Somerset,40.1246,-78.8189,America/New_York
Miami,TX,Texas,Roberts,35.6923,-100.6417,America/Chicago
Bolton,NC,North Carolina,Columbus,34.3174,-78.3976,America/New_York
Kimball,SD,South Dakota,Brule,43.7468,-98.9569,America/Chicago
Sanders,KY,Kentucky,Carroll,38.6549,-84.9466,America/New_York
Wheeler,OR,Oregon,Tillamook,45.6873,-123.8871,America/Los_Angeles
Center,MO,Missouri,Ralls,39.5096,-91.5291,America/Chicago
Alma,TX,Texas,Ellis,32.2813,-96.5497,America/Chicago
Trenton,NE,Nebraska,Hitchcock,40.1747,-101.0136,America/Chicago
Bunn,NC,North Carolina,Franklin,35.9591,-78.2520,America/New_York
Mantoloking,NJ,New Jersey,Ocean,40.0435,-74.0514,America/New_York
Sportsmen Acres,OK,Oklahoma,Mayes,36.2458,-95.2517,America/Chicago
Ronda,NC,North Carolina,Wilkes,36.2217,-80.9431,America/New_York
Newfolden,MN,Minnesota,Marshall,48.3568,-96.3297,America/Chicago
Hookerton,NC,North Carolina,Greene,35.4228,-77.5893,America/New_York
Allison,PA,Pennsylvania,Fayette,39.9852,-79.8732,America/New_York
Rosburg,WA,Washington,Wahkiakum,46.3076,-123.6345,America/Los_Angeles
Napoleonville,LA,Louisiana,Assumption,29.9384,-91.0263,America/Chicago
Garfield,AR,Arkansas,Benton,36.4555,-93.9757,America/Chicago
Grantfork,IL,Illinois,Madison,38.8289,-89.6665,America/Chicago
Barnes Lake,MI,Michigan,Lapeer,43.1792,-83.3002,America/Detroit
Elkton,TN,Tennessee,Giles,35.0627,-86.8957,America/Chicago
Cedar Grove,WV,West Virginia,Kanawha,38.2223,-81.4378,America/New_York
Bonnie,IL,Illinois,Jefferson,38.2030,-88.9068,America/Chicago
Alexandria,OH,Ohio,Licking,40.0900,-82.6118,America/New_York
Morgan Farm,TX,Texas,San Patricio,28.0055,-97.5535,America/Chicago
Cochrane,WI,Wisconsin,Buffalo,44.2279,-91.8380,America/Chicago
Bedias,TX,Texas,Grimes,30.7792,-95.9469,America/Chicago
Perrinton,MI,Michigan,Gratiot,43.1807,-84.6793,America/Detroit
St. Pierre,MT,Montana,Hill,48.2439,-109.8161,America/Denver
Springdale,WA,Washington,Stevens,48.0572,-117.7466,America/Los_Angeles
Westport,OK,Oklahoma,Pawnee,36.1942,-96.3362,America/Chicago
Reedsville,PA,Pennsylvania,Mifflin,40.6646,-77.5930,America/New_York
Cohasset,CA,California,Butte,39.9022,-121.7453,America/Los_Angeles
Avinger,TX,Texas,Cass,32.8980,-94.5533,America/Chicago
Bloomingdale,MI,Michigan,Van Buren,42.3833,-85.9590,America/Detroit
Beauregard,MS,Mississippi,Copiah,31.7210,-90.3859,America/Chicago
Harrod,OH,Ohio,Allen,40.7074,-83.9213,America/New_York
Angoon,AK,Alaska,Hoonah-Angoon,57.4550,-134.4978,America/Juneau
St. Cloud,WI,Wisconsin,Fond du Lac,43.8245,-88.1687,America/Chicago
Runville,PA,Pennsylvania,Centre,40.9567,-77.8332,America/New_York
Fort Jennings,OH,Ohio,Putnam,40.9067,-84.2997,America/New_York
Avoca,WI,Wisconsin,Iowa,43.1906,-90.3260,America/Chicago
Prentice,WI,Wisconsin,Price,45.5409,-90.2897,America/Chicago
Pinehill,NM,New Mexico,Cibola,34.8922,-108.4224,America/Denver
Earling,IA,Iowa,Shelby,41.7763,-95.4190,America/Chicago
Willernie,MN,Minnesota,Washington,45.0539,-92.9571,America/Chicago
Gauley Bridge,WV,West Virginia,Fayette,38.1681,-81.2039,America/New_York
Lewiston Woodville,NC,North Carolina,Bertie,36.1141,-77.1811,America/New_York
Delbarton,WV,West Virginia,Mingo,37.7052,-82.1860,America/New_York
Miller,OH,Ohio,Lawrence,38.5325,-82.3061,America/New_York
Alma,MO,Missouri,Lafayette,39.0964,-93.5478,America/Chicago
Towner,ND,North Dakota,McHenry,48.3471,-100.4070,America/Chicago
Glenburn,ND,North Dakota,Renville,48.5136,-101.2211,America/Chicago
New Stuyahok,AK,Alaska,Dillingham,59.4762,-157.2710,America/Anchorage
Sulphur Springs,IN,Indiana,Henry,39.9991,-85.4392,America/Indiana/Indianapolis
Sandy Level,VA,Virginia,Henry,36.5645,-79.7276,America/New_York
Lucerne,WY,Wyoming,Hot Springs,43.7136,-108.1873,America/Denver
Plainview,AR,Arkansas,Yell,34.9899,-93.2980,America/Chicago
Noblestown,PA,Pennsylvania,Allegheny,40.3955,-80.2019,America/New_York
De Beque,CO,Colorado,Mesa,39.3105,-108.2049,America/Denver
Axtell,KS,Kansas,Marshall,39.8711,-96.2566,America/Chicago
Hornbeck,LA,Louisiana,Vernon,31.3266,-93.3960,America/Chicago
Saint George,VT,Vermont,Chittenden,44.3770,-73.1300,America/New_York
Randolph,MN,Minnesota,Dakota,44.5260,-93.0198,America/Chicago
Briny Breezes,FL,Florida,Palm Beach,26.5090,-80.0542,America/New_York
Byron,WY,Wyoming,Big Horn,44.7963,-108.5082,America/Denver
Pierce,ID,Idaho,Clearwater,46.4931,-115.7995,America/Los_Angeles
Point Reyes Station,CA,California,Marin,38.0847,-122.8093,America/Los_Angeles
Chesapeake Landing,MD,Maryland,Kent,39.2697,-76.1584,America/New_York
Pinecraft,FL,Florida,Sarasota,27.3229,-82.4999,America/New_York
Sumner,GA,Georgia,Worth,31.5103,-83.7369,America/New_York
Salyer,CA,California,Trinity,40.8860,-123.5807,America/Los_Angeles
Ocean Breeze,FL,Florida,Martin,27.2411,-80.2262,America/New_York
Carlos,MN,Minnesota,Douglas,45.9735,-95.2923,America/Chicago
Sunshine,NM,New Mexico,Luna,32.1344,-107.7838,America/Denver
Wapella,IL,Illinois,De Witt,40.2218,-88.9612,America/Chicago
Lewis,IA,Iowa,Cass,41.3064,-95.0842,America/Chicago
Mechanicsville,PA,Pennsylvania,Schuylkill,40.6908,-76.1807,America/New_York
Gillett,AR,Arkansas,Arkansas,34.1193,-91.3789,America/Chicago
Coalton,OH,Ohio,Jackson,39.1117,-82.6109,America/New_York
Pinson,TN,Tennessee,Madison,35.4818,-88.7306,America/Chicago
Lafitte,LA,Louisiana,Jefferson,29.6957,-90.0995,America/Chicago
Wintergreen,VA,Virginia,Nelson,37.9161,-78.9382,America/New_York
Hume,IL,Illinois,Edgar,39.7981,-87.8686,America/Chicago
Gambell,AK,Alaska,Nome,63.7538,-171.6881,America/Nome
Chevak,AK,Alaska,Kusilvak,61.5295,-165.5941,America/Nome
Trenton,ND,North Dakota,Williams,48.0700,-103.8429,America/Chicago
Oakfield,ME,Maine,Aroostook,46.1020,-68.1518,America/New_York
Fifty Lakes,MN,Minnesota,Crow Wing,46.7618,-94.0898,America/Chicago
Gilman,WI,Wisconsin,Taylor,45.1662,-90.8072,America/Chicago
Stanford,IN,Indiana,Monroe,39.0898,-86.6667,America/Indiana/Indianapolis
Hope,KS,Kansas,Dickinson,38.6912,-97.0765,America/Chicago
Holt,MO,Missouri,Clay,39.4552,-94.3371,America/Chicago
Pineville,WV,West Virginia,Wyoming,37.5846,-81.5355,America/New_York
Sardis,TN,Tennessee,Henderson,35.4424,-88.2913,America/Chicago
Echo,OR,Oregon,Umatilla,45.7431,-119.1917,America/Los_Angeles
Rifton,NY,New York,Ulster,41.8297,-74.0380,America/New_York
Brandon,MN,Minnesota,Douglas,45.9663,-95.5946,America/Chicago
Platea,PA,Pennsylvania,Erie,41.9510,-80.3304,America/New_York
Oak Park,GA,Georgia,Emanuel,32.3822,-82.3153,America/New_York
Black,AL,Alabama,Geneva,31.0099,-85.7440,America/Chicago
Greenville,MO,Missouri,Wayne,37.1284,-90.4472,America/Chicago
Jasper,AR,Arkansas,Newton,36.0124,-93.1874,America/Chicago
Groom,TX,Texas,Carson,35.2050,-101.1071,America/Chicago
Camargo,IL,Illinois,Douglas,39.7991,-88.1671,America/Chicago
Hampton,FL,Florida,Bradford,29.8643,-82.1380,America/New_York
Shishmaref,AK,Alaska,Nome,66.2372,-166.1027,America/Nome
Mount Savage,MD,Maryland,Allegany,39.6966,-78.8768,America/New_York
Prairie Farm,WI,Wisconsin,Barron,45.2368,-91.9804,America/Chicago
Mamanasco Lake,CT,Connecticut,Western Connecticut,41.3189,-73.5253,America/New_York
Tipton,PA,Pennsylvania,Blair,40.6374,-78.2948,America/New_York
Kwigillingok,AK,Alaska,Bethel,59.8767,-163.1715,America/Nome
Adell,WI,Wisconsin,Sheboygan,43.6212,-87.9482,America/Chicago
Naplate,IL,Illinois,LaSalle,41.3316,-88.8802,America/Chicago
LeRoy,KS,Kansas,Coffey,38.0863,-95.6331,America/Chicago
Orland,IN,Indiana,Steuben,41.7305,-85.1722,America/Detroit
Strathmoor Manor,KY,Kentucky,Jefferson,38.2190,-85.6836,America/New_York
Roeville,FL,Florida,Santa Rosa,30.6836,-86.9927,America/Chicago
Indianola,NE,Nebraska,Red Willow,40.2346,-100.4198,America/Chicago
Bellwood,NE,Nebraska,Butler,41.3418,-97.2398,America/Chicago
Crystal Lakes,MO,Missouri,Ray,39.3606,-94.1874,America/Chicago
Society Hill,SC,South Carolina,Darlington,34.5098,-79.8539,America/New_York
Pitkin,LA,Louisiana,Vernon,30.9344,-92.9267,America/Chicago
Gordon,TX,Texas,Palo Pinto,32.5455,-98.3672,America/Chicago
Keams Canyon,AZ,Arizona,Navajo,35.8229,-110.2011,America/Phoenix
Urbanna,VA,Virginia,Middlesex,37.6395,-76.5747,America/New_York
Bloxom,VA,Virginia,Accomack,37.8292,-75.6214,America/New_York
Kandiyohi,MN,Minnesota,Kandiyohi,45.1315,-94.9328,America/Chicago
New Augusta,MS,Mississippi,Perry,31.2036,-89.0272,America/Chicago
Westcliffe,CO,Colorado,Custer,38.1339,-105.4654,America/Denver
Chiloquin,OR,Oregon,Klamath,42.5764,-121.8677,America/Los_Angeles
Neshkoro,WI,Wisconsin,Marquette,43.9649,-89.2159,America/Chicago
Asher,OK,Oklahoma,Pottawatomie,34.9884,-96.9254,America/Chicago
Bangor,CA,California,Butte,39.3761,-121.4117,America/Los_Angeles
Bradenville,PA,Pennsylvania,Westmoreland,40.3236,-79.3403,America/New_York
Rome,PA,Pennsylvania,Bradford,41.8574,-76.3415,America/New_York
Fort Gay,WV,West Virginia,Wayne,38.1201,-82.5950,America/New_York
Coupland,TX,Texas,Williamson,30.4568,-97.3979,America/Chicago
Kimmell,IN,Indiana,Noble,41.3949,-85.5487,America/Indiana/Indianapolis
Hillsville,PA,Pennsylvania,Lawrence,41.0078,-80.4967,America/New_York
La Madera,NM,New Mexico,Sandoval,35.2345,-106.3340,America/Denver
Dudleyville,AZ,Arizona,Pinal,32.9127,-110.7345,America/Phoenix
Summerville,PA,Pennsylvania,Jefferson,41.1163,-79.1880,America/New_York
Biggers,AR,Arkansas,Randolph,36.3319,-90.8052,America/Chicago
Ramah,NM,New Mexico,McKinley,35.1263,-108.5063,America/Denver
Naknek,AK,Alaska,Bristol Bay,58.7847,-156.8966,America/Anchorage
Draper,VA,Virginia,Pulaski,37.0012,-80.7372,America/New_York
San Perlita,TX,Texas,Willacy,26.5010,-97.6397,America/Chicago
Eakly,OK,Oklahoma,Caddo,35.3055,-98.5560,America/Chicago
Long Branch,PA,Pennsylvania,Washington,40.0984,-79.8801,America/New_York
Ferndale,FL,Florida,Lake,28.6220,-81.7014,America/New_York
Brunson,SC,South Carolina,Hampton,32.9241,-81.1886,America/New_York
Cunningham,KS,Kansas,Kingman,37.6447,-98.4312,America/Chicago
Cedar Creek,AZ,Arizona,Gila,33.9030,-110.1929,America/Phoenix
Connecticut Farms,NJ,New Jersey,Union,40.6930,-74.2716,America/New_York
Sardis,OH,Ohio,Monroe,39.6266,-80.9059,America/New_York
Desert Shores,CA,California,Imperial,33.4041,-116.0394,America/Los_Angeles
North Creek,NY,New York,Warren,43.6923,-73.9835,America/New_York
Tacna,AZ,Arizona,Yuma,32.7004,-113.9618,America/Phoenix
Cushman,AR,Arkansas,Independence,35.8658,-91.7782,America/Chicago
Bridgewater,SD,South Dakota,McCook,43.5502,-97.4984,America/Chicago
Red River,NM,New Mexico,Taos,36.7041,-105.4064,America/Denver
Carter Springs,NV,Nevada,Douglas,38.8619,-119.6413,America/Los_Angeles
Houston,DE,Delaware,Kent,38.9174,-75.5039,America/New_York
Eminence,MO,Missouri,Shannon,37.1509,-91.3586,America/Chicago
Shiloh,AL,Alabama,DeKalb,34.4604,-85.8767,America/Chicago
Brady,NE,Nebraska,Lincoln,41.0223,-100.3676,America/Chicago
Klickitat,WA,Washington,Klickitat,45.8180,-121.1626,America/Los_Angeles
Millingport,NC,North Carolina,Stanly,35.3763,-80.3113,America/New_York
Moran,KS,Kansas,Allen,37.9166,-95.1716,America/Chicago
Dupont City,WV,West Virginia,Kanawha,38.2657,-81.5691,America/New_York
German Valley,IL,Illinois,Stephenson,42.2143,-89.4844,America/Chicago
Willow Lake,SD,South Dakota,Clark,44.6279,-97.6386,America/Chicago
Wardell,MO,Missouri,Pemiscot,36.3539,-89.8170,America/Chicago
Weston,PA,Pennsylvania,Luzerne,40.9428,-76.1400,America/New_York
Ghent,MN,Minnesota,Lyon,44.5116,-95.8926,America/Chicago
Lyons,TX,Texas,Burleson,30.3985,-96.5499,America/Chicago
Thayer,KS,Kansas,Neosho,37.4851,-95.4845,America/Chicago
Novinger,MO,Missouri,Adair,40.2341,-92.7066,America/Chicago
Otterville,MO,Missouri,Cooper,38.7030,-93.0027,America/Chicago
Fruitvale,TX,Texas,Van Zandt,32.6834,-95.8036,America/Chicago
Bazine,KS,Kansas,Ness,38.4462,-99.6930,America/Chicago
Azure,MT,Montana,Hill,48.3050,-109.8073,America/Denver
Canova,NM,New Mexico,Rio Arriba,36.1649,-105.9857,America/Denver
Ironville,KY,Kentucky,Boyd,38.4562,-82.6978,America/New_York
Rose Creek,MN,Minnesota,Mower,43.6045,-92.8289,America/Chicago
Clifton,KS,Kansas,Washington,39.5682,-97.2808,America/Chicago
Bussey,IA,Iowa,Marion,41.2054,-92.8843,America/Chicago
Branson West,MO,Missouri,Stone,36.7023,-93.3779,America/Chicago
Williams Creek,IN,Indiana,Marion,39.9001,-86.1502,America/Indiana/Indianapolis
Sigurd,UT,Utah,Sevier,38.8494,-111.9680,America/Denver
Rock Ridge,CT,Connecticut,Western Connecticut,41.0345,-73.6484,America/New_York
Browns Valley,MN,Minnesota,Traverse,45.5947,-96.8327,America/Chicago
New Auburn,MN,Minnesota,Sibley,44.6728,-94.2320,America/Chicago
Hatton,WA,Washington,Adams,46.7735,-118.8277,America/Los_Angeles
Centenary,SC,South Carolina,Marion,34.0258,-79.3524,America/New_York
New Era,MI,Michigan,Oceana,43.5595,-86.3477,America/Detroit
Edgington,IL,Illinois,Rock Island,41.3869,-90.7637,America/Chicago
Walland,TN,Tennessee,Blount,35.7320,-83.8069,America/New_York
Cochiti Lake,NM,New Mexico,Sandoval,35.6478,-106.3425,America/Denver
